Image,Codec,Param,BPP,PSNR,SSIM,EncTime,DecTime
kodim02,BPG,15.0,3.5053507486979165,44.79568589547105,0.984746775849111,0.4075490105897188,0.23538521770387888
kodim02,JPEG-XL,5.0,0.3808390299479167,31.999115477230195,0.8132399750951809,0.19384434074163437,0.08839619532227516
kodim02,JPEG-XL,4.5,0.434326171875,32.260446315244856,0.8264677140768621,0.18288421351462603,0.07676866091787815
kodim02,JPEG-XL,3.5,0.56060791015625,33.17348167957925,0.8515736591556848,0.17899931594729424,0.09311907086521387
kodim02,JPEG-XL,2.8,0.7019449869791666,34.46291855906129,0.8809857836524778,0.15334737673401833,0.08572854194790125
kodim02,JPEG-XL,1.7,1.1491292317708333,36.5883541915282,0.9222874896548685,0.17276367731392384,0.08228494971990585
kodim02,JPEG-XL,1.0,1.8369547526041667,39.15575393371205,0.9539804139339384,0.17874344252049923,0.08093526493757963
kodim02,JPEG-XL,0.4,3.48748779296875,42.84677448324835,0.9789900700883537,0.14456512685865164,0.0812211548909545
kodim03,JPEG,10.0,0.23954264322916666,28.56080877570544,0.7826126873644847,0.0030596554279327393,0.0018860884010791779
kodim03,JPEG,30.0,0.447998046875,32.8612659708933,0.8856998667675574,0.003457058221101761,0.0019793976098299026
kodim03,JPEG,50.0,0.6131795247395834,34.55764107500166,0.9157315213212679,0.0033422447741031647,0.0018695509061217308
kodim03,JPEG,70.0,0.84130859375,36.26649677575316,0.9384413511604195,0.006684048101305962,0.00228782556951046
kodim03,JPEG,80.0,1.0637613932291667,37.6700003284678,0.951492570024819,0.003861364908516407,0.0021191388368606567
kodim03,JPEG,90.0,1.6117757161458333,40.09308879711128,0.9676897193259375,0.00476533267647028,0.0026801591739058495
kodim03,JPEG,95.0,2.3884480794270835,42.211128417988924,0.9772975683477041,0.005517423152923584,0.0027237124741077423
kodim03,BPG,40.0,0.24031575520833334,32.1684279951499,0.8715458636998136,0.2696910947561264,0.17849764600396156
kodim03,BPG,35.0,0.3714192708333333,35.043841873504256,0.918459957407174,0.29043482057750225,0.2011563926935196
kodim03,BPG,31.0,0.5308430989583334,37.374238698644916,0.9437068602842423,0.2949553309008479,0.19256435800343752
kodim03,BPG,27.0,0.757080078125,39.59850058176169,0.9609232280852087,0.30677570682018995,0.21679160371422768
kodim03,BPG,23.0,1.0928141276041667,41.730327355800554,0.9717110279349427,0.3456951202824712,0.22912765573710203
